property_size,longitude,latitude,total_floor,BHK_type_encoded,bathroom,locality_encoded,furnishing_encoded,floor,parking_encoded
1000.0,77.626936,12.9067984,4.0,1,2.0,627,0,3.0,0
1800.0,77.715987,12.9887461,3.0,2,3.0,662,2,2.0,0
900.0,77.59722274,12.92034441,2.0,1,1.0,361,2,0.0,0
1200.0,77.5530425,12.98196859,2.0,1,1.0,611,2,1.0,1
1297.0,77.699942,12.906937,13.0,1,2.0,212,2,5.0,1
825.0,77.59569392,12.90379637,3.0,0,1.0,337,0,2.0,0
500.0,77.63526674,12.91905252,3.0,0,1.0,353,2,2.0,3
800.0,77.52850283,12.96807667,2.0,1,2.0,762,2,0.0,0
400.0,77.75309567,12.97203847,2.0,0,1.0,775,2,2.0,3
400.0,77.71261945,12.94990747,4.0,0,1.0,520,2,4.0,3
1140.0,77.7306492,12.9680249,4.0,1,2.0,48,2,4.0,0
1400.0,77.70932228,12.95335861,2.0,1,2.0,520,2,2.0,0
1600.0,77.6640759,12.9020624,15.0,2,3.0,228,2,15.0,0
600.0,77.52444099,12.96997849,2.0,1,2.0,762,2,1.0,3
1400.0,77.552782,12.948445,4.0,1,2.0,400,2,0.0,0
800.0,77.66587926,12.98490522,4.0,1,2.0,158,2,2.0,0
1600.0,77.61137154,12.91627205,2.0,2,2.0,89,2,0.0,0
850.0,77.69110807,12.93322931,5.0,0,1.0,390,2,2.0,0
500.0,77.672045,12.9636649,4.0,0,1.0,766,2,4.0,0
1054.0,77.70708466,12.90436459,12.0,1,2.0,646,2,7.0,0
600.0,77.7607805,12.9908404,3.0,1,1.0,394,2,3.0,1
1194.0,77.70651941,12.97590689,4.0,1,2.0,214,2,4.0,0
1100.0,77.63477394,12.92271467,2.0,1,2.0,11,2,0.0,0
1520.0,77.70696032,12.95350855,4.0,2,2.0,520,0,2.0,0
1799.0,77.5838129,12.9027074,2.0,2,2.0,345,2,2.0,0
1400.0,77.59765766,12.9430303,4.0,2,4.0,778,0,2.0,0
700.0,77.69959833,12.94839497,4.0,1,2.0,499,2,2.0,3
700.0,77.51114226,12.92434494,2.0,1,1.0,597,2,1.0,0
1645.0,77.72032166,12.93919277,4.0,2,3.0,744,2,3.0,0
1000.0,77.58607753,12.91027325,2.0,1,2.0,337,2,2.0,3
1100.0,77.547909,12.9081406,5.0,1,2.0,734,2,1.0,0
1000.0,77.59377553,12.90603643,2.0,1,3.0,333,2,1.0,0
600.0,77.56544562,12.90723129,4.0,1,1.0,456,1,1.0,1
1469.0,77.7549089,12.9659766,4.0,2,3.0,549,2,2.0,0
600.0,77.5883845,12.94595997,2.0,1,1.0,361,1,2.0,3
450.0,77.70703454,12.97067199,1.0,0,2.0,151,2,1.0,3
1200.0,77.54469335,12.92404914,1.0,1,2.0,102,2,1.0,0
950.0,77.5838677,12.9968618,3.0,1,2.0,266,2,2.0,0
1000.0,77.70328133,12.90696756,2.0,1,2.0,211,2,1.0,0
1400.0,77.75594594,12.99764055,12.0,1,2.0,393,2,6.0,0
900.0,77.56613296,12.90756507,1.0,1,2.0,456,2,1.0,3
450.0,77.55651771,12.98004735,3.0,0,1.0,604,1,0.0,2
600.0,77.5254091,12.97643644,3.0,1,2.0,763,1,1.0,3
1350.0,77.69565783,12.97222711,3.0,2,2.0,218,2,3.0,0
1100.0,77.60959011,12.99879839,2.0,1,2.0,238,2,0.0,3
950.0,77.68210534,12.97117794,2.0,1,2.0,123,2,0.0,3
1270.0,77.6797275,12.9674641,5.0,1,2.0,122,2,2.0,1
600.0,77.63988738,12.95788296,0.0,0,1.0,223,1,0.0,3
550.0,77.75123435,12.9803155,1.0,0,1.0,775,2,0.0,0
1114.0,77.65684124,12.97184671,3.0,1,2.0,559,2,1.0,0
810.0,77.5859297,12.9015182,4.0,1,1.0,337,2,4.0,0
850.0,77.6106512,12.9199409,2.0,1,3.0,96,0,0.0,3
850.0,77.70735911,12.90095715,12.0,0,1.0,181,2,2.0,3
1000.0,77.64282534,12.90929677,2.0,1,2.0,273,2,2.0,3
1000.0,77.7660778,12.9797662,3.0,0,2.0,174,2,2.0,0
1590.0,77.7591009,12.9955072,14.0,2,3.0,488,2,9.0,1
400.0,77.70468516,12.95106414,4.0,0,1.0,499,2,3.0,3
1150.0,77.7441555,12.9753703,11.0,1,2.0,222,2,7.0,1
800.0,77.64748654,12.97289716,2.0,1,2.0,726,2,0.0,2
600.0,77.50009606,12.95310224,1.0,1,1.0,198,1,1.0,3
2000.0,77.67736163,12.91654083,6.0,2,3.0,398,2,2.0,0
1340.0,77.73845315,12.96970277,15.0,1,2.0,548,2,6.0,0
650.0,77.62274977,12.91173465,4.0,0,1.0,149,2,1.0,1
1120.0,77.7340312,12.9725374,4.0,1,2.0,548,2,3.0,0
1800.0,77.69850373,12.95285293,2.0,3,4.0,499,2,1.0,0
550.0,77.70199694,12.94632238,4.0,0,1.0,520,2,4.0,3
500.0,77.56589011,12.95541957,3.0,1,1.0,168,2,1.0,3
700.0,77.52378776,12.9679761,3.0,0,1.0,401,2,0.0,3
1738.0,77.6866996,12.9305106,10.0,2,3.0,203,2,1.0,0
1660.0,77.6846373,12.9328562,9.0,2,3.0,408,2,9.0,0
600.0,77.56053185,12.9303472,3.0,1,1.0,102,2,1.0,3
1275.0,77.67593708,12.92655026,3.0,2,3.0,135,0,3.0,0
850.0,77.54416401,12.93590165,2.0,1,1.0,102,2,0.0,0
850.0,77.58359318,12.9023809,2.0,1,2.0,330,2,1.0,3
1032.0,77.7087492,12.9338392,4.0,1,2.0,571,2,1.0,0
1500.0,77.645272,12.9244299,19.0,2,3.0,644,2,10.0,0
800.0,77.76920035,12.97261747,4.0,0,1.0,545,2,0.0,0
1300.0,77.67202991,12.90406515,1.0,1,2.0,409,0,0.0,0
1200.0,77.6018543,12.94473143,2.0,1,1.0,778,2,0.0,3
900.0,77.6646359,12.9749084,2.0,1,2.0,239,2,1.0,0
600.0,77.63146894,12.93834288,3.0,0,1.0,232,2,2.0,3
750.0,77.6060761,12.9344074,2.0,1,2.0,197,2,0.0,3
850.0,77.75074167,12.97852183,4.0,1,2.0,775,2,0.0,0
1220.0,77.64720874,12.96457854,4.0,1,2.0,433,2,3.0,0
1297.0,77.7293613,12.9913591,18.0,1,2.0,714,2,15.0,0
2145.0,77.68509617,12.92335876,14.0,2,4.0,135,2,7.0,0
1100.0,77.57327996,12.94088427,4.0,1,2.0,124,2,1.0,0
1310.0,77.67032903,12.96393307,4.0,2,2.0,328,2,1.0,0
1030.0,77.67539547,12.9011496,11.0,2,2.0,409,2,5.0,0
1000.0,77.57806179,12.91012034,2.0,1,2.0,14,2,1.0,3
1200.0,77.61461509,12.92575633,3.0,2,3.0,483,2,1.0,3
800.0,77.56293799,12.94012239,3.0,1,2.0,102,2,0.0,3
1500.0,77.6721144,12.9257779,4.0,2,2.0,135,2,1.0,0
2500.0,77.7157208,12.990976,8.0,1,2.0,300,2,0.0,0
1145.0,77.7755112,12.9834759,2.0,1,2.0,716,2,2.0,0
800.0,77.6781419,12.90795998,1.0,1,2.0,409,2,0.0,3
1000.0,77.56674115,12.91518907,2.0,2,2.0,102,2,1.0,3
800.0,77.58349801,12.91849727,2.0,2,1.0,361,1,1.0,3
1200.0,77.67243195,12.92455292,4.0,1,2.0,135,2,0.0,0
600.0,77.6343301,12.9295073,3.0,1,2.0,438,2,2.0,3
1100.0,77.617723,12.9157781,3.0,1,2.0,697,2,1.0,0
800.0,77.54948383,12.97793476,2.0,1,1.0,604,2,0.0,3
1300.0,77.55510128,12.91849117,4.0,2,2.0,565,2,1.0,0
2000.0,77.59326526,12.92307427,3.0,2,3.0,361,2,2.0,0
875.0,77.58400287,12.90818853,2.0,1,2.0,337,2,0.0,0
750.0,77.60952875,12.91672882,3.0,1,1.0,89,2,1.0,2
2000.0,77.56791688,12.95539053,2.0,3,3.0,666,2,2.0,0
500.0,77.56432185,12.91462343,2.0,0,1.0,102,2,0.0,0
1427.0,77.53814611,12.92085387,5.0,2,3.0,102,2,4.0,0
1289.0,77.65008908,12.90121914,4.0,1,2.0,273,2,3.0,0
1100.0,77.58746893,12.91552537,3.0,2,3.0,337,2,1.0,0
1075.0,77.75926977,12.97529458,4.0,1,2.0,54,2,1.0,0
500.0,77.57068394,12.9218564,1.0,1,1.0,102,2,1.0,3
500.0,77.54762632,12.98844605,1.0,0,1.0,604,1,0.0,3
1200.0,77.51876683,12.95768919,2.0,1,1.0,537,1,2.0,0
750.0,77.62375284,12.95060626,3.0,0,1.0,772,2,0.0,0
1400.0,77.52256546,12.9198121,2.0,2,3.0,613,2,0.0,0
600.0,77.62129428,12.94022647,5.0,0,1.0,438,2,3.0,0
1550.0,77.52368528,12.92602577,4.0,2,2.0,597,2,2.0,0
1200.0,77.54420559,12.93591733,3.0,2,2.0,102,2,2.0,0
1825.0,77.6874416,12.9295556,12.0,2,4.0,203,0,10.0,0
600.0,77.59817698,12.90714948,3.0,0,1.0,337,2,0.0,3
600.0,77.53828585,12.98669864,2.0,0,1.0,128,2,0.0,3
1100.0,77.51547909,12.92999171,4.0,1,2.0,612,2,2.0,0
600.0,77.70951982,12.95035974,5.0,0,1.0,520,2,5.0,3
900.0,77.59273256,12.90767526,2.0,1,1.0,337,2,1.0,0
1050.0,77.70708466,12.90436459,12.0,1,2.0,646,2,3.0,0
1200.0,77.61044608,12.91615143,2.0,1,1.0,86,2,0.0,3
500.0,77.54135802,12.9631744,1.0,0,1.0,289,1,1.0,3
1200.0,77.55192382,12.9969326,4.0,2,2.0,604,2,1.0,0
1500.0,77.6496924,12.9011946,3.0,2,2.0,279,0,2.0,0
1110.0,77.67660602,12.9027411,4.0,1,2.0,409,2,2.0,0
1000.0,77.59224634,12.90313954,4.0,1,2.0,337,2,3.0,0
150.0,77.66108484,12.96647999,0.0,5,1.0,374,2,0.0,3
1300.0,77.59269315,12.95374848,3.0,1,2.0,778,2,0.0,2
500.0,77.7532992,12.9791776,2.0,0,1.0,775,2,1.0,0
1500.0,77.55079545,12.92652292,4.0,2,2.0,102,2,1.0,0
1300.0,77.7026934,12.94957939,3.0,1,2.0,499,2,0.0,0
450.0,77.64241535,12.9682395,3.0,1,1.0,325,1,2.0,3
600.0,77.58809284,12.90453724,2.0,1,2.0,337,2,2.0,3
1100.0,77.54506725,12.90138821,1.0,1,2.0,698,2,0.0,0
750.0,77.63121441,12.97174646,3.0,1,2.0,378,2,0.0,3
1600.0,77.64514179,12.91451085,3.0,2,3.0,273,2,3.0,0
800.0,77.63285725,12.97293474,3.0,1,2.0,731,1,1.0,3
1000.0,77.55041573,12.94188967,3.0,1,1.0,102,2,1.0,1
550.0,77.67754573,12.99121067,3.0,0,1.0,75,2,2.0,3
1671.0,77.6657653,12.9241252,10.0,2,2.0,260,2,10.0,0
700.0,77.6433827,12.9093466,3.0,0,1.0,273,2,3.0,3
600.0,77.6838499,12.98888319,4.0,0,1.0,484,2,4.0,3
500.0,77.6508585,12.9717932,3.0,0,1.0,559,2,2.0,3
1550.0,77.7591009,12.9955072,14.0,2,2.0,488,2,6.0,0
500.0,77.67000288,12.96775516,2.0,1,1.0,395,2,0.0,3
800.0,77.56624828,12.95937255,2.0,1,2.0,168,1,0.0,3
500.0,77.61397662,12.93613267,2.0,5,1.0,438,2,1.0,3
1100.0,77.73432159,12.96562958,3.0,1,2.0,616,2,2.0,0
650.0,77.62839686,12.97098096,1.0,0,2.0,161,2,0.0,3
465.0,77.5298856,12.9719161,2.0,1,1.0,762,2,2.0,3
1330.0,77.56263799,12.92665921,3.0,1,2.0,114,2,2.0,3
800.0,77.64603713,12.97942981,3.0,0,1.0,325,2,2.0,2
1200.0,77.53478295,12.90880727,4.0,1,2.0,734,2,2.0,0
600.0,77.58601441,12.90353786,2.0,0,1.0,331,2,1.0,3
2500.0,77.51011126,12.98228085,3.0,4,4.0,539,2,1.0,0
1250.0,77.58842011,12.92492563,2.0,2,2.0,361,2,1.0,3
2400.0,77.51370714,12.96925415,1.0,1,3.0,536,2,1.0,0
700.0,77.65836109,12.95528342,2.0,0,1.0,768,2,1.0,3
1000.0,77.58131765,12.99890279,2.0,1,2.0,266,2,2.0,3
600.0,77.59864567,12.91075633,2.0,1,1.0,337,2,1.0,3
650.0,77.6256895,12.9467898,4.0,1,2.0,232,2,2.0,3
1248.0,77.6977492,12.9691933,3.0,1,2.0,219,2,3.0,0
1012.0,77.73794419,12.93910471,14.0,1,2.0,744,2,1.0,0
1200.0,77.66427539,12.99030845,3.0,1,2.0,160,2,3.0,3
1290.0,77.6247599,12.9025603,12.0,1,2.0,149,1,3.0,0
1200.0,77.69885897,12.93376288,3.0,1,2.0,390,2,2.0,0
2360.0,77.6957068,12.9221248,12.0,2,3.0,141,2,6.0,0
600.0,77.67555644,12.96478881,2.0,0,1.0,66,1,2.0,3
750.0,77.53897513,12.99582337,2.0,1,2.0,130,2,1.0,3
785.0,77.63315819,12.90632708,3.0,1,1.0,497,0,0.0,2
500.0,77.71575735,12.94838164,5.0,0,1.0,520,2,4.0,3
1000.0,77.53748025,12.96921827,1.0,1,1.0,762,2,0.0,3
950.0,77.6787595,12.9290571,4.0,1,2.0,135,2,3.0,0
1150.0,77.60828854,12.92584491,4.0,1,2.0,701,2,1.0,0
360.0,77.64338128,12.97242964,1.0,0,1.0,325,2,0.0,1
1200.0,77.54621927,12.92848294,2.0,1,2.0,102,2,0.0,3
1200.0,77.55090241,12.92647781,0.0,1,2.0,104,2,0.0,0
1418.0,77.7293613,12.9913591,18.0,1,2.0,714,2,9.0,0
1125.0,77.53509607,12.91425564,5.0,1,2.0,586,2,3.0,0
1200.0,77.53740885,12.99241879,1.0,1,2.0,128,2,0.0,0
400.0,77.77159352,12.98195686,3.0,0,1.0,172,2,1.0,3
1000.0,77.73400718,12.97953474,4.0,1,2.0,579,2,2.0,0
950.0,77.61126245,12.90956678,2.0,1,2.0,89,2,1.0,3
600.0,77.64298931,12.90732783,4.0,1,2.0,273,2,1.0,2
1250.0,77.71737132,12.99129664,5.0,1,2.0,300,2,2.0,0
700.0,77.551996,12.9150184,2.0,1,2.0,565,0,0.0,0
1000.0,77.62266621,12.91061643,2.0,1,1.0,149,2,2.0,2
1200.0,77.63691404,12.91082182,3.0,1,2.0,277,2,3.0,3
1550.0,77.75546805,12.98275816,8.0,2,3.0,791,2,3.0,0
1310.0,77.5118507,12.9072102,3.0,2,2.0,597,2,3.0,0
1200.0,77.53338751,12.95710235,3.0,1,1.0,72,2,0.0,0
1200.0,77.5150428,12.964546,2.0,1,3.0,541,2,1.0,0
1200.0,77.705944,12.955023,5.0,1,2.0,244,2,2.0,0
1200.0,77.51176849,12.90763683,3.0,1,2.0,597,2,3.0,3
800.0,77.65509324,12.96980677,3.0,1,2.0,557,1,0.0,0
10.0,77.51095934,12.96137287,0.0,0,1.0,539,2,0.0,3
1000.0,77.60605963,12.90540293,4.0,1,2.0,86,2,1.0,0
700.0,77.5905658,12.9729991,3.0,0,1.0,747,2,0.0,0
600.0,77.62594104,12.97652988,2.0,0,1.0,287,2,2.0,2
1000.0,77.6518805,12.91941299,2.0,1,2.0,273,2,0.0,0
1200.0,77.7690535,12.97253513,4.0,1,1.0,545,1,3.0,1
1400.0,77.6749277,12.9700582,4.0,2,2.0,469,2,2.0,0
1230.0,77.55718994,12.90467644,4.0,1,2.0,456,0,4.0,0
1000.0,77.63261184,12.90883236,3.0,1,2.0,273,2,3.0,3
1300.0,77.68398727,12.9680818,3.0,1,2.0,754,2,1.0,0
400.0,77.61905825,12.99971215,2.0,1,1.0,592,2,1.0,3
1600.0,77.5882132,12.91995296,3.0,2,3.0,361,0,0.0,0
1928.0,77.6723331,12.9171352,28.0,2,3.0,60,1,4.0,0
2500.0,77.55005302,12.90588479,2.0,2,3.0,734,2,1.0,0
500.0,77.63999813,12.97434622,5.0,0,1.0,325,2,1.0,3
1100.0,77.738189,12.9667725,4.0,1,2.0,775,2,2.0,0
2400.0,77.7430169,12.955588,3.0,2,3.0,775,2,0.0,0
970.0,77.6972625,12.926969,4.0,1,2.0,141,2,0.0,0
750.0,77.61659765,12.93303652,2.0,1,2.0,438,2,0.0,3
600.0,77.693395,12.97188155,2.0,0,1.0,218,2,2.0,3
750.0,77.6948968,12.95127494,3.0,0,1.0,499,2,0.0,3
800.0,77.55599938,12.93024192,1.0,1,1.0,414,2,1.0,3
400.0,77.65594542,12.98126332,4.0,5,1.0,158,2,4.0,0
850.0,77.67103918,12.99638027,4.0,2,2.0,725,2,3.0,0
700.0,77.52268874,12.92511924,2.0,1,1.0,597,2,1.0,3
800.0,77.63382826,12.91700396,2.0,1,2.0,273,2,0.0,3
1264.0,77.7144704,12.9729277,8.0,1,2.0,226,2,1.0,0
1085.0,77.65650625,12.98348355,4.0,1,2.0,158,2,3.0,0
550.0,77.67048134,12.96735654,2.0,0,1.0,467,2,1.0,2
1050.0,77.70708466,12.90436459,12.0,1,2.0,646,2,7.0,0
850.0,77.60214864,12.93736457,2.0,1,2.0,49,2,0.0,3
1300.0,77.55851146,12.98487566,2.0,1,2.0,604,2,0.0,3
700.0,77.68317085,12.94643123,4.0,1,1.0,783,2,1.0,0
450.0,77.6331114,12.90278847,4.0,0,1.0,149,2,4.0,3
1700.0,77.5882432,12.99323875,3.0,1,2.0,747,0,1.0,0
1200.0,77.75267758,12.98310779,1.0,1,2.0,775,2,0.0,0
300.0,77.62906929,12.94357305,6.0,5,1.0,232,2,3.0,3
900.0,77.50899411,12.9095163,1.0,1,2.0,597,2,0.0,0
2000.0,77.71200524,12.9557487,1.0,2,3.0,465,0,0.0,0
1250.0,77.656224,12.9831513,4.0,1,2.0,700,2,2.0,2
1100.0,77.7337254,12.9801606,7.0,1,2.0,580,2,1.0,0
950.0,77.6054947,12.91113986,5.0,1,2.0,86,2,4.0,3
1605.0,77.71511078,12.97234821,4.0,2,2.0,151,0,0.0,0
1000.0,77.75326825,12.96986086,3.0,1,1.0,775,2,2.0,1
1200.0,77.5176148,12.9360004,4.0,1,2.0,422,0,0.0,0
1100.0,80.15152393,12.91542375,2.0,1,2.0,480,2,2.0,0
1450.0,77.5032985,12.96510053,4.0,2,2.0,539,2,2.0,1
1800.0,77.705944,12.955023,6.0,2,3.0,244,2,5.0,0
1209.0,77.52663076,12.9215241,4.0,1,2.0,603,0,4.0,0
450.0,77.6013498,12.9602498,2.0,0,1.0,667,2,2.0,3
1250.0,77.57823856,12.94868963,3.0,2,2.0,124,2,1.0,1
1100.0,77.53840513,12.90181507,1.0,1,2.0,698,2,0.0,3
1544.0,77.7031616,12.9330025,4.0,2,2.0,390,2,4.0,0
500.0,77.62689504,12.90370317,3.0,0,1.0,149,2,1.0,3
1200.0,77.5498623,12.92578667,4.0,1,2.0,102,1,3.0,0
2000.0,77.53880475,12.99286999,2.0,3,4.0,128,2,2.0,0
1200.0,77.54896303,12.92272173,2.0,1,2.0,104,2,1.0,0
1300.0,77.53595205,12.96797185,2.0,2,3.0,762,2,2.0,3
1650.0,77.71951294,12.99074841,10.0,2,3.0,776,2,7.0,0
1200.0,77.67474486,12.98270522,5.0,2,2.0,395,2,3.0,0
400.0,77.63745791,12.91928073,3.0,0,1.0,276,2,2.0,0
800.0,77.6230942,12.97558476,5.0,0,1.0,731,2,2.0,0
1400.0,77.76603579,12.98374142,3.0,2,3.0,775,0,3.0,3
1500.0,77.7340972,12.9726354,4.0,2,2.0,548,2,1.0,0
1700.0,77.64552546,12.9593174,7.0,2,3.0,223,2,7.0,1
800.0,77.51104033,12.92447043,3.0,1,2.0,597,2,1.0,3
1089.0,77.7309925,12.967231,4.0,1,2.0,548,0,3.0,0
4000.0,77.50767089,12.96089518,3.0,3,5.0,535,2,1.0,0
800.0,77.5407214,12.9975645,3.0,1,2.0,132,2,0.0,3
1615.0,77.64334905,12.90203875,4.0,2,3.0,273,0,1.0,0
1100.0,77.6449597,12.9864553,5.0,1,2.0,503,2,3.0,0
900.0,77.60737359,12.98120056,0.0,1,1.0,670,2,0.0,3
1225.0,77.70483567,12.96253271,5.0,1,2.0,176,2,5.0,0
1225.0,77.71378758,12.96678296,4.0,1,2.0,38,2,1.0,1
400.0,77.57782727,12.95986641,2.0,0,1.0,399,2,1.0,3
1200.0,77.5110252,12.9206708,1.0,1,2.0,599,2,0.0,0
1785.0,77.6909469,12.9155004,5.0,2,3.0,499,0,4.0,3
550.0,77.64618942,12.90828877,4.0,0,1.0,273,2,3.0,3
1200.0,77.6180363,12.9169846,4.0,1,2.0,89,2,2.0,0
1198.0,77.54061039,12.90671544,5.0,1,2.0,734,2,4.0,0
750.0,77.55305485,12.9904985,2.0,0,1.0,604,2,1.0,0
600.0,77.52181877,12.90286678,4.0,1,2.0,174,2,1.0,3
500.0,77.53264795,12.9570714,3.0,0,1.0,72,2,0.0,3
1200.0,77.59036303,12.93132945,3.0,1,2.0,361,2,2.0,3
600.0,77.68469664,12.99713395,2.0,0,1.0,76,1,0.0,3
400.0,77.7092368,12.94368697,4.0,0,1.0,520,2,1.0,3
250.0,77.63293288,12.90733102,3.0,5,1.0,273,2,3.0,3
1050.0,77.61239913,12.99653349,5.0,1,2.0,592,2,1.0,3
450.0,77.59942457,12.91739489,1.0,0,1.0,370,2,1.0,3
1650.0,77.7491275,12.964714,13.0,2,3.0,775,0,8.0,0
1240.0,77.75211806,12.97316425,4.0,2,2.0,775,2,2.0,0
650.0,77.70366627,12.94770442,4.0,1,2.0,499,2,3.0,0
950.0,77.67818567,12.97922353,2.0,1,2.0,395,2,0.0,3
400.0,77.62532306,12.99908724,1.0,0,1.0,503,2,0.0,3
1250.0,77.54230719,12.90532869,4.0,1,2.0,698,2,4.0,0
550.0,77.58640182,12.90322682,2.0,0,1.0,337,2,0.0,3
600.0,77.55879073,12.91637852,1.0,1,1.0,565,1,0.0,3
350.0,77.60529857,12.90035601,2.0,0,1.0,145,1,0.0,3
1720.0,77.697419,12.9591722,4.0,2,3.0,499,2,4.0,0
400.0,77.63811371,12.91912975,3.0,0,1.0,273,2,3.0,3
800.0,77.60590359,12.90604607,1.0,1,2.0,508,2,0.0,1
1100.0,77.64916925,12.91469618,3.0,1,2.0,650,2,0.0,0
650.0,77.54712197,12.93203982,1.0,1,2.0,81,2,0.0,0
600.0,77.63221149,12.97298649,3.0,0,1.0,731,2,0.0,3
670.0,77.64859741,12.90527326,3.0,1,1.0,273,2,2.0,3
500.0,77.66609687,12.96287777,1.0,0,1.0,374,2,0.0,3
1300.0,77.5753313,12.9389409,4.0,2,2.0,124,2,1.0,0
1500.0,77.574731,12.998254,2.0,2,3.0,495,2,1.0,0
900.0,77.53998002,12.93070879,2.0,1,2.0,305,2,1.0,3
300.0,77.6106742,12.91550905,4.0,5,1.0,89,2,4.0,3
1000.0,77.58162135,12.95138506,2.0,1,1.0,505,2,2.0,2
850.0,77.7949608,12.9797846,10.0,1,2.0,637,2,10.0,0
850.0,77.57324247,12.92370907,2.0,1,2.0,102,2,1.0,3
1400.0,77.6328418,12.9354784,4.0,2,3.0,232,2,3.0,0
1500.0,77.70578099,12.95623378,5.0,1,2.0,520,2,4.0,0
1229.0,77.6760381,12.9071497,9.0,1,2.0,409,2,4.0,0
2289.0,77.6647967,12.9039203,15.0,2,4.0,228,2,10.0,0
1120.0,77.52748015,12.9204414,4.0,1,2.0,614,2,0.0,0
800.0,77.71437836,12.91537189,2.0,1,2.0,162,2,2.0,0
550.0,77.55270207,12.97594647,3.0,0,1.0,604,2,2.0,3
1510.0,77.6691371,12.9905074,3.0,2,2.0,484,2,2.0,0
2500.0,77.5537752,12.9188682,4.0,3,4.0,565,0,0.0,0
1330.0,77.71128692,12.96535704,3.0,1,2.0,151,2,0.0,0
1229.0,77.6760381,12.9071497,9.0,1,2.0,409,2,4.0,0
1402.0,77.73757593,12.96677346,3.0,2,2.0,775,2,0.0,0
950.0,77.7440109,12.9998824,4.0,1,2.0,393,2,2.0,0
1500.0,77.6952826,12.9806059,4.0,2,2.0,217,2,2.0,1
1600.0,77.75215608,12.98507491,16.0,1,3.0,393,2,10.0,0
1800.0,77.63317771,12.96874413,3.0,1,2.0,731,2,0.0,0
850.0,77.51304164,12.91588899,1.0,1,2.0,597,2,0.0,0
700.0,77.53651832,12.97744992,2.0,1,2.0,762,2,2.0,3
1000.0,77.5595686,12.9078281,3.0,1,2.0,456,0,1.0,2
600.0,77.7030902,12.96997,4.0,0,1.0,214,2,1.0,3
2000.0,77.56754876,12.94589192,5.0,3,4.0,421,2,4.0,0
800.0,77.54548063,12.92263399,2.0,1,2.0,104,2,2.0,3
1175.0,77.6337571,12.9723495,8.0,1,2.0,235,2,0.0,0
1100.0,77.67494241,12.90452377,3.0,1,2.0,409,2,3.0,0
1520.0,77.5239465,12.93963498,12.0,2,2.0,551,2,4.0,0
1100.0,77.68409381,12.96768853,3.0,1,2.0,754,2,2.0,3
1100.0,77.53332756,12.9947912,1.0,1,1.0,128,2,1.0,3
600.0,77.52450437,12.95917107,2.0,0,1.0,159,2,0.0,3
800.0,77.70637762,12.95543014,4.0,1,2.0,23,0,1.0,0
750.0,77.57028267,12.94566921,4.0,1,2.0,124,2,4.0,3
500.0,77.6226166,12.9101341,2.0,0,1.0,625,2,2.0,0
700.0,77.52388105,12.92686934,2.0,1,1.0,597,2,0.0,0
350.0,77.65330893,12.91804433,2.0,5,1.0,280,2,2.0,3
700.0,77.52307788,12.97647934,4.0,1,2.0,581,2,1.0,0
977.0,77.66295833,12.90887756,19.0,1,2.0,294,2,10.0,0
1500.0,77.58649146,12.93657912,2.0,2,2.0,355,2,2.0,0
1100.0,77.67304081,12.98223575,7.0,1,2.0,395,2,2.0,0
900.0,77.51201693,12.96051985,3.0,1,1.0,539,2,1.0,0
1300.0,77.6416566,12.9590115,5.0,1,2.0,223,2,2.0,0
1250.0,77.67923467,12.99924471,3.0,2,3.0,452,2,2.0,0
700.0,77.66930826,12.9731573,3.0,1,2.0,349,2,3.0,0
450.0,77.62789386,12.99659713,3.0,1,1.0,193,1,2.0,3
800.0,77.56422071,12.90763496,3.0,0,1.0,456,2,0.0,3
650.0,77.5999083,12.9399039,2.0,0,1.0,473,2,0.0,1
500.0,77.60564959,12.92612106,2.0,0,1.0,701,2,0.0,3
850.0,77.54324598,12.93756953,3.0,1,2.0,102,2,0.0,0
850.0,77.61969031,12.99917273,3.0,1,2.0,238,2,2.0,3
1200.0,77.55917165,12.9374149,1.0,1,2.0,102,2,0.0,0
600.0,77.56981121,12.93455567,2.0,1,2.0,728,2,1.0,2
1116.0,77.7573986,12.97493586,4.0,1,2.0,775,0,1.0,0
1244.0,77.7386637,12.9672915,5.0,1,2.0,775,2,0.0,0
1575.0,77.7085425,12.9349802,5.0,2,3.0,571,2,2.0,0
1200.0,77.76464081,12.99493504,4.0,1,2.0,776,2,1.0,0
1800.0,77.71404441,12.96446636,1.0,2,2.0,151,2,0.0,0
1680.0,77.6847566,12.9113224,12.0,2,3.0,398,2,1.0,2
1015.0,77.5394411,12.9800177,7.0,1,2.0,762,0,3.0,3
750.0,77.6226186,12.90408106,2.0,1,2.0,149,2,1.0,3
700.0,77.56144502,12.95447191,1.0,1,1.0,168,2,0.0,0
500.0,77.60663916,12.91065182,2.0,0,1.0,89,2,1.0,3
1000.0,77.54982779,12.94401418,2.0,2,1.0,514,2,1.0,3
450.0,77.70161361,12.94926851,3.0,0,1.0,499,2,1.0,0
1400.0,77.71646185,12.95713294,3.0,1,2.0,151,2,2.0,0
1206.0,77.697419,12.9591722,4.0,1,2.0,499,2,1.0,0
1200.0,77.64241615,12.90066273,4.0,1,1.0,273,2,4.0,3
950.0,77.5524925,12.9900578,2.0,1,2.0,608,2,1.0,0
1120.0,77.7569906,12.9780916,13.0,1,2.0,61,2,7.0,0
1150.0,77.7483696,12.99308,4.0,1,2.0,393,2,2.0,0
